Date,TV_Spend,Digital_Spend,Social_Media_Spend,Print_Spend,Discount_Applied,Sales,Units_Sold,Campaign_Type,Product_Type,Region
2024-10-14,31542,64495,14341,8324,5,204030.1,6971,Discount Offer,Cat Food,North
2024-02-03,41312,43362,33141,13632,10,209089.40000000002,5169,Seasonal Sale,Dog Toys,South
2024-12-13,55242,43258,17334,8257,20,222833.5,4983,New Product Launch,Dog Food,South
2024-04-04,65388,36782,20835,16098,15,240590.8,4480,Discount Offer,Dog Toys,West
2024-03-12,37691,56168,31548,5226,5,222488.2,6340,New Product Launch,Cat Toys,North
2024-02-08,32601,36120,30039,19863,20,190331.09999999998,6015,Seasonal Sale,Cat Toys,West
2024-06-02,28020,34790,37530,7401,20,173361.1,5452,Seasonal Sale,Dog Food,South
2024-09-06,18155,42912,23565,9718,15,146462.8,6133,New Product Launch,Cat Toys,West
2024-06-10,79119,62374,14834,6024,10,289608.2,5039,Brand Awareness,Dog Food,East
2024-04-27,46777,57907,5840,10672,10,204621.7,6775,Discount Offer,Dog Food,South
2024-09-15,29710,65071,18873,12727,5,206644.80000000002,4627,Seasonal Sale,Cat Toys,East
2024-11-01,34532,69971,36568,16683,10,256252.40000000002,4117,Brand Awareness,Dog Toys,North
2024-09-24,28601,49812,15846,18931,10,182774.30000000002,6317,Brand Awareness,Dog Toys,West
2024-02-23,73227,64570,10899,10280,10,279071.8,6902,New Product Launch,Dog Food,South
2024-08-23,14967,65901,25502,17448,20,186101.7,4161,New Product Launch,Cat Food,North
2024-08-09,30022,65251,5565,5870,15,179531.5,6747,New Product Launch,Dog Food,East
2024-09-07,53463,51160,14187,8199,20,217414.3,5676,Brand Awareness,Dog Toys,West
2024-11-08,15722,34156,12226,6745,20,114134.7,4166,Discount Offer,Dog Food,West
2024-04-21,37413,25672,9311,10270,15,150153.2,4299,New Product Launch,Dog Toys,South
2024-09-11,76732,29444,30689,13635,20,266913.3,6075,Discount Offer,Cat Toys,West
2024-10-29,22297,21784,11083,10886,5,121270.20000000001,4561,New Product Launch,Dog Food,West
2024-07-25,78323,32929,17598,10590,5,243833.1,6930,Brand Awareness,Dog Food,East
2024-08-16,33816,16070,21940,17750,20,146821.0,6203,Discount Offer,Cat Toys,East
2024-12-06,50695,37906,31880,12897,10,226855.7,5347,Discount Offer,Cat Toys,East
2024-03-06,29702,49618,7580,13664,20,169505.4,5144,Brand Awareness,Cat Food,North
2024-03-15,35242,69205,14386,19892,10,221459.90000000002,6699,Discount Offer,Cat Toys,North
2024-04-12,65841,60158,24522,13271,20,284118.5,5551,Brand Awareness,Cat Food,West
2024-07-10,77712,17939,31224,10158,5,249791.09999999998,6868,Brand Awareness,Cat Toys,North
2024-09-08,63574,44841,19635,13431,10,239009.6,4560,Seasonal Sale,Dog Toys,South
2024-08-13,38482,57863,5671,17844,5,204239.1,5187,New Product Launch,Dog Food,East
2024-10-20,19171,31301,38545,5589,20,154912.4,5689,Seasonal Sale,Cat Toys,North
2024-11-01,13696,22194,31855,14552,15,126503.2,4311,Brand Awareness,Dog Toys,West
2024-04-07,30058,20851,19260,6884,10,133653.9,6423,Brand Awareness,Cat Toys,East
2024-12-03,30313,31378,6074,19263,10,142422.1,5369,Discount Offer,Dog Food,North
2024-10-12,29149,15678,14475,10399,20,128419.9,6197,Brand Awareness,Cat Toys,East
2024-11-30,63521,45640,17878,18427,20,246095.30000000002,5911,Brand Awareness,Cat Toys,North
2024-12-12,55740,48756,20120,15508,10,232142.8,6632,Brand Awareness,Dog Food,West
2024-11-03,14956,44777,28147,19227,15,163180.6,4580,New Product Launch,Cat Toys,North
2024-09-05,76641,41183,6986,17622,20,257040.90000000002,4976,Seasonal Sale,Dog Food,North
2024-06-14,73811,42445,37430,13503,20,276419.8,4176,Seasonal Sale,Cat Food,North
2024-11-30,62160,16502,22430,6076,20,188890.6,6401,New Product Launch,Cat Toys,East
2024-01-30,61313,65941,7176,12235,15,249212.2,4513,New Product Launch,Dog Toys,North
2024-09-03,73232,36665,23722,11837,10,253907.6,6356,New Product Launch,Cat Toys,North
2024-04-15,25417,31198,23617,5033,5,150126.69999999998,4118,Seasonal Sale,Dog Food,North
2024-02-20,34729,36411,32115,6841,20,176807.6,5542,Seasonal Sale,Dog Food,East
2024-03-21,40099,65577,16906,9481,15,227282.80000000002,4766,Brand Awareness,Dog Toys,West
2024-05-12,39961,30867,11610,13440,10,170427.5,4972,Seasonal Sale,Dog Toys,West
2024-10-11,22602,29266,18411,6134,10,133329.59999999998,4915,Discount Offer,Dog Food,West
2024-05-17,19256,54422,14180,12261,15,160091.1,6525,Seasonal Sale,Cat Food,North
2024-07-02,44681,50208,15073,18721,20,209631.7,5437,New Product Launch,Cat Food,East
2024-11-25,74789,58002,35960,10298,5,296458.8,4586,Seasonal Sale,Dog Food,West
2024-09-29,53361,46213,10901,18081,20,227656.80000000002,4350,Brand Awareness,Cat Food,West
2024-12-05,74503,22367,9482,18139,10,232374.8,5529,Seasonal Sale,Dog Toys,West
2024-03-09,44540,28490,30428,12017,5,188719.30000000002,6242,New Product Launch,Cat Food,South
2024-02-03,36536,50362,12400,12771,20,185353.1,5473,Discount Offer,Dog Toys,East
2024-09-18,73043,68841,12396,13567,5,298879.4,4495,New Product Launch,Cat Toys,South
2024-02-22,66575,66588,12338,13915,15,274418.10000000003,6562,Discount Offer,Dog Toys,North
2024-07-23,12871,53285,17500,18898,20,158138.3,6743,Brand Awareness,Cat Toys,West
2024-05-05,56002,24219,16545,6913,10,191634.8,5870,Brand Awareness,Dog Toys,North
2024-08-22,59812,21310,10241,9297,10,182043.90000000002,4272,Seasonal Sale,Dog Toys,East
2024-02-12,32626,51307,28778,15684,5,208011.5,6927,Brand Awareness,Cat Food,North
2024-08-27,69979,44631,27821,6942,15,266114.9,6099,Brand Awareness,Dog Toys,North
2024-04-20,76668,29744,9695,9004,20,225434.4,4262,New Product Launch,Dog Food,West
2024-09-05,52998,34867,16530,15536,15,211892.1,6180,New Product Launch,Cat Toys,East
2024-05-30,73814,33625,19318,6331,15,244182.2,6357,Seasonal Sale,Cat Toys,North
2024-07-01,55607,21378,27331,12890,5,201222.2,5596,Seasonal Sale,Dog Toys,South
2024-12-01,17812,34149,31355,9588,5,152641.3,6063,Seasonal Sale,Dog Food,West
2024-04-04,71844,57133,16324,5337,20,273178.0,5764,Seasonal Sale,Dog Toys,South
2024-01-08,12179,26422,33149,19256,10,136299.4,4194,New Product Launch,Dog Toys,West
2024-12-25,53798,42926,8218,12066,20,207889.2,5786,Seasonal Sale,Cat Food,North
2024-07-02,18275,52679,25141,12813,15,171931.0,5466,Seasonal Sale,Dog Toys,West
2024-10-07,60574,48171,7837,15057,5,237013.6,6350,Brand Awareness,Dog Toys,North
2024-07-13,57857,28180,19379,16329,15,205396.69999999998,5071,Seasonal Sale,Cat Food,South
2024-12-17,30700,42301,9239,13983,5,157531.59999999998,5770,Discount Offer,Cat Food,North
2024-07-13,49464,67534,25812,8611,10,246498.5,5144,Brand Awareness,Dog Food,West
2024-06-03,52351,51931,34669,8700,15,252084.3,5522,New Product Launch,Cat Food,West
2024-04-02,23869,39014,14611,14708,5,155059.0,4831,Discount Offer,Cat Toys,West
2024-06-08,70315,64239,9150,17145,20,278912.0,4561,Seasonal Sale,Cat Toys,South
2024-03-01,30954,45936,16109,11118,20,179827.59999999998,4040,Brand Awareness,Dog Food,East
2024-05-01,41555,29336,39214,12105,20,203093.3,5479,Seasonal Sale,Dog Toys,South
2024-02-20,73353,37200,31016,19652,15,266877.4,6581,Brand Awareness,Dog Food,North
2024-10-03,55026,20470,16936,18229,5,200368.1,4370,Seasonal Sale,Cat Food,North
2024-01-05,56976,45859,16036,17100,5,228803.7,5205,Discount Offer,Dog Toys,South
2024-04-01,55095,29953,19021,7673,5,202204.0,6564,New Product Launch,Dog Food,South
2024-06-18,24270,54044,20471,7122,15,174542.40000000002,4656,Discount Offer,Dog Food,North
2024-11-12,40908,53507,28244,16977,5,231613.0,4589,Discount Offer,Cat Toys,North
2024-01-22,25523,68425,6502,12082,10,193683.1,4230,New Product Launch,Dog Food,North
2024-11-21,72433,42433,39178,13250,15,276053.10000000003,4808,Brand Awareness,Dog Toys,East
2024-01-01,57068,40957,8770,15625,10,219983.0,5371,Brand Awareness,Dog Food,East
2024-05-12,29991,21523,9001,7062,10,128329.9,4478,New Product Launch,Dog Food,South
2024-08-20,20775,36387,25946,6254,20,139688.1,5232,Seasonal Sale,Cat Food,South
2024-01-12,71250,62761,5598,8688,15,261815.9,6722,Brand Awareness,Dog Food,East
2024-12-11,26673,46169,35316,8748,5,191546.5,6325,Discount Offer,Dog Toys,West
2024-02-15,37056,60641,30567,11342,10,223454.1,5772,New Product Launch,Cat Toys,East
2024-02-03,16614,37990,31508,18665,15,167312.1,6100,Discount Offer,Cat Toys,South
2024-03-18,17415,44661,35276,9130,5,174144.7,5884,Brand Awareness,Cat Toys,East
2024-08-05,53884,28419,28671,9257,20,210258.40000000002,5033,New Product Launch,Cat Toys,West
2024-10-27,26964,29457,21450,8029,15,140551.4,5762,New Product Launch,Cat Food,South
2024-03-13,47726,17064,19908,7846,15,160814.2,4747,Brand Awareness,Dog Toys,North
2024-10-08,47044,53083,36212,18182,15,244003.1,4463,Brand Awareness,Cat Food,South
2024-09-05,67149,25566,11806,13662,5,215110.40000000002,4753,New Product Launch,Cat Toys,East
2024-02-16,47544,48085,23015,19866,10,230246.1,5840,Seasonal Sale,Cat Food,East
2024-04-30,59976,46528,22158,9035,10,238248.1,4582,New Product Launch,Dog Food,West
2024-08-01,42252,65654,20456,7899,15,234034.1,6205,Seasonal Sale,Dog Toys,East
2024-08-26,13832,21130,32588,14638,15,119914.40000000001,4018,Discount Offer,Dog Food,West
2024-02-25,44148,55187,27491,9443,5,224054.0,4054,Seasonal Sale,Cat Food,South
2024-12-15,71240,17042,29188,9789,20,231766.5,5750,Seasonal Sale,Dog Food,East
2024-04-16,63459,19598,32079,18222,15,224187.0,4720,Brand Awareness,Cat Food,South
2024-11-14,48402,57982,9019,5912,15,211502.0,6808,New Product Launch,Cat Food,North
2024-02-17,67727,47886,17419,9242,20,249048.0,5563,Discount Offer,Dog Toys,North
2024-03-01,48578,48477,38697,12541,15,236558.0,6855,New Product Launch,Dog Toys,West
2024-12-02,32318,63625,24396,6711,10,203915.80000000002,6770,Seasonal Sale,Dog Toys,East
2024-01-26,30466,67709,34892,13866,15,232054.5,6332,Seasonal Sale,Cat Toys,South
2024-10-18,55475,43716,12973,6439,10,207985.5,5555,Seasonal Sale,Dog Toys,South
2024-09-13,70142,27601,26113,15926,5,247003.7,6558,New Product Launch,Dog Food,East
2024-01-08,36564,51018,16136,10613,5,193001.5,5419,Seasonal Sale,Dog Toys,South
2024-04-22,32412,23061,24203,8630,10,157899.1,6167,New Product Launch,Dog Toys,East
2024-12-20,61001,23609,36285,10375,10,231331.0,6144,Discount Offer,Dog Toys,East
2024-09-09,67649,50371,28039,12103,20,270900.6,6167,Discount Offer,Cat Food,North
2024-06-28,70957,59814,6184,13877,10,263002.5,5560,New Product Launch,Cat Food,East
2024-07-25,45517,32485,27727,14318,10,195629.69999999998,5176,Discount Offer,Dog Toys,South
2024-10-29,23156,35805,21911,9216,15,143304.3,5268,Brand Awareness,Cat Food,East
2024-05-06,33064,22857,5916,7466,20,123710.3,5795,Seasonal Sale,Cat Food,North
2024-02-25,35711,26620,8574,15589,10,156430.7,6440,Seasonal Sale,Cat Toys,North
2024-08-01,40106,23177,22790,12824,10,172248.9,5166,Seasonal Sale,Dog Food,West
2024-01-14,75458,45111,22625,17329,10,272688.4,6841,Brand Awareness,Cat Food,South
2024-01-28,26589,38042,10206,16630,15,153277.2,5870,Seasonal Sale,Dog Food,East
2024-03-18,17214,33645,24517,9124,15,129910.29999999999,6267,New Product Launch,Cat Food,South
2024-08-03,37127,39405,21105,5965,15,173145.0,6886,Seasonal Sale,Dog Toys,South
2024-12-30,15141,26826,7690,19203,5,115981.3,4159,New Product Launch,Cat Food,East
2024-06-02,38884,28890,5690,11928,15,147305.8,6658,Discount Offer,Cat Food,North
2024-01-14,12708,31892,30103,11096,10,128264.20000000001,4638,New Product Launch,Dog Food,South
2024-07-05,28375,66531,39263,11157,15,234391.80000000002,5055,New Product Launch,Dog Toys,West
2024-11-07,25088,68904,16085,14111,15,198627.1,6824,New Product Launch,Cat Toys,South
2024-01-07,67615,61598,30825,13120,20,294055.0,4333,Seasonal Sale,Dog Food,North
2024-01-03,55046,24484,15720,18105,10,196880.5,4891,Brand Awareness,Dog Toys,West
2024-04-20,20014,20495,16720,16064,15,122358.9,6987,Brand Awareness,Dog Toys,West
2024-08-25,74425,43481,5897,6508,5,245614.69999999998,6016,New Product Launch,Dog Food,West
2024-12-28,13273,26267,22094,14404,20,116628.70000000001,4351,Seasonal Sale,Cat Food,West
2024-08-26,57135,67361,28572,5871,15,275455.0,5362,Brand Awareness,Dog Toys,East
2024-09-30,40881,55166,20150,17582,20,214272.2,4925,Discount Offer,Cat Toys,East
2024-10-20,18712,21743,21799,16446,20,122430.90000000001,5423,Discount Offer,Cat Food,East
2024-08-14,62874,69800,14663,5863,5,262529.9,6443,Seasonal Sale,Dog Food,West
2024-01-15,79087,52939,32007,19883,5,311215.2,6577,Discount Offer,Dog Food,North
2024-07-10,22297,63773,30671,17145,5,213335.2,6405,Discount Offer,Dog Food,South
2024-04-28,37128,64476,30385,16300,10,245278.0,5419,Discount Offer,Dog Food,West
2024-01-28,78368,41569,16236,8055,20,262575.2,6875,Brand Awareness,Cat Toys,North
2024-07-20,42920,43552,27024,10133,15,212255.09999999998,4059,Discount Offer,Cat Toys,South
2024-02-08,21156,60772,22376,17186,5,186006.80000000002,6524,New Product Launch,Dog Toys,West
2024-09-29,21108,58730,23157,7682,5,176224.6,6659,New Product Launch,Cat Toys,South
2024-08-18,41845,43948,24945,17882,20,205693.2,4000,Discount Offer,Dog Food,East
2024-03-26,12800,25775,28017,10278,20,125410.7,5578,New Product Launch,Cat Toys,East
2024-05-05,52712,18557,6756,18805,20,174200.2,4310,Brand Awareness,Cat Food,East
2024-10-26,12610,18587,7576,10448,15,90862.5,6215,Seasonal Sale,Cat Food,North
2024-01-25,43872,31535,30467,5613,10,190332.19999999998,6239,New Product Launch,Dog Toys,East
2024-05-24,20728,15954,36205,6872,10,121498.2,4707,Discount Offer,Dog Food,North
2024-01-13,30583,61562,17674,16346,5,200366.4,5181,Seasonal Sale,Cat Toys,East
2024-07-30,17263,68506,27353,12723,10,194038.9,5780,Seasonal Sale,Dog Toys,East
2024-01-25,77450,38544,34849,18891,15,287584.89999999997,5523,Discount Offer,Dog Toys,East
2024-03-08,29456,48455,9535,18871,10,169958.6,6413,New Product Launch,Cat Toys,North
2024-03-07,75942,56269,22118,18880,15,303509.1,5363,Brand Awareness,Dog Toys,South
2024-08-20,23689,30138,5632,12189,5,118908.29999999999,4857,New Product Launch,Dog Food,North
2024-04-18,42934,57462,18280,18443,20,221530.3,6374,New Product Launch,Cat Toys,West
2024-05-25,43276,18127,19746,17752,15,168617.90000000002,6161,Brand Awareness,Cat Food,West
2024-04-20,29873,38147,24285,18767,20,180610.2,6844,Seasonal Sale,Cat Food,North
2024-08-15,23050,60528,23047,16565,5,198087.9,4918,Brand Awareness,Cat Toys,North
2024-04-20,76216,26559,15207,10386,15,241202.5,4608,Brand Awareness,Dog Toys,South
2024-02-03,31644,62564,10591,11942,15,199112.40000000002,4308,Discount Offer,Dog Toys,North
2024-04-20,72021,18395,32757,19730,10,245294.9,6448,Discount Offer,Cat Food,East
2024-09-20,47125,40389,21226,16383,15,203837.0,5343,New Product Launch,Cat Food,South
2024-08-23,76899,15845,34732,19581,5,254224.0,4211,Discount Offer,Dog Food,North
2024-03-23,52291,48932,32206,13759,20,237650.1,6364,Brand Awareness,Dog Toys,North
2024-02-11,45060,60722,25256,17325,15,244782.7,4184,Brand Awareness,Dog Food,West
2024-04-10,11538,53672,38822,5244,5,173824.8,5228,Discount Offer,Cat Food,South
2024-01-06,46176,28731,14784,5020,5,171694.3,5387,Discount Offer,Cat Food,West
2024-06-28,51520,69512,24937,18421,15,275535.5,5239,Discount Offer,Cat Food,North
2024-10-08,35675,48122,16219,18917,10,197595.5,4245,Brand Awareness,Cat Food,South
2024-11-15,28287,66024,14399,13585,15,195854.3,4238,Seasonal Sale,Dog Food,East
2024-08-13,10174,66176,38312,18721,15,193709.5,5828,Seasonal Sale,Cat Food,North
2024-11-10,44998,50585,32657,18274,10,241238.3,5414,Discount Offer,Cat Toys,North
2024-12-30,63312,18832,25047,10767,5,208087.1,4519,New Product Launch,Dog Toys,West
2024-08-16,22112,47332,15559,17006,15,159663.4,5613,New Product Launch,Cat Food,East
2024-10-15,54814,27467,25157,15247,10,212738.6,4276,Seasonal Sale,Dog Toys,North
2024-05-29,60719,56025,11618,8515,20,239196.6,5005,Discount Offer,Cat Food,West
2024-10-03,43919,28107,11780,15567,20,172795.2,6249,Brand Awareness,Dog Food,West
2024-07-16,51328,27458,32050,6910,10,209037.0,4213,New Product Launch,Dog Toys,North
2024-03-10,34618,43666,13015,13481,5,173751.1,4605,New Product Launch,Dog Food,South
2024-04-21,44675,58481,8130,10882,10,205039.7,4477,Brand Awareness,Cat Food,North
2024-01-04,28919,17581,33083,15750,5,150563.1,4507,Brand Awareness,Cat Toys,East
2024-12-15,14173,24582,21480,18199,20,129714.9,5098,Discount Offer,Cat Toys,North
2024-11-26,36400,66638,16528,13552,15,222984.80000000002,6716,Brand Awareness,Cat Toys,South
2024-11-13,60445,23418,10914,13076,10,190422.4,6712,Brand Awareness,Cat Toys,West
2024-12-15,47564,43091,16179,6622,20,205850.5,5977,Brand Awareness,Cat Toys,East
2024-04-04,55814,44113,25472,9314,15,233863.3,4141,Seasonal Sale,Dog Food,East
2024-05-31,37962,33827,17076,17286,20,174565.30000000002,6369,Brand Awareness,Cat Toys,East
2024-11-06,66184,29419,29783,7453,10,225874.4,5717,New Product Launch,Cat Food,East
2024-05-16,20578,26814,18824,7015,10,121913.3,4460,Discount Offer,Dog Food,South
2024-09-03,28624,48804,9299,15232,15,171549.0,6754,Discount Offer,Dog Food,South
2024-08-30,49194,25024,13118,15236,10,176168.2,4669,Discount Offer,Cat Toys,South
2024-01-31,10389,58700,15756,7800,20,149354.2,6101,Seasonal Sale,Dog Toys,South
2024-02-09,77391,22435,12953,16162,15,234954.30000000002,6324,New Product Launch,Cat Food,West
2024-08-16,23794,16548,20185,14023,15,118643.3,5844,Brand Awareness,Dog Food,North
2024-02-05,68002,20065,19674,14985,20,212018.8,5618,New Product Launch,Cat Food,South
2024-08-10,45531,37880,38927,16884,5,221990.8,4399,Discount Offer,Dog Toys,North
2024-01-06,62815,68109,5386,14983,15,257006.0,4667,Brand Awareness,Dog Food,East
2024-11-17,14986,18407,31617,16033,5,125774.2,6563,Discount Offer,Cat Food,West
2024-08-07,42298,48407,12192,18531,20,200657.0,5522,Discount Offer,Cat Toys,West
2024-03-15,11481,47940,15745,17882,20,150066.2,5334,Discount Offer,Dog Food,North
2024-01-04,66408,20666,35020,15346,15,235808.6,5294,New Product Launch,Dog Food,North
2024-11-30,79267,52122,26159,13772,10,289567.0,6623,New Product Launch,Dog Food,North
2024-05-13,26835,68111,8409,11752,15,196079.5,5472,Discount Offer,Dog Food,West
2024-04-27,37798,40092,30745,19035,10,208385.5,6159,Discount Offer,Cat Toys,South
2024-04-03,74887,25109,34455,12453,5,256709.8,4238,Brand Awareness,Dog Toys,West
2024-03-02,29477,50654,34166,19343,10,215668.5,5043,Discount Offer,Dog Toys,South
2024-07-12,27266,49932,33072,7853,15,183231.69999999998,5312,Discount Offer,Cat Food,East
2024-11-30,53526,41505,17109,7236,10,213669.9,5616,Discount Offer,Cat Toys,South
2024-07-21,21889,51713,7484,9176,20,154327.9,6244,Discount Offer,Cat Toys,North
2024-01-26,34335,69387,39622,7155,5,243035.4,6429,New Product Launch,Cat Food,South
2024-06-21,21254,58169,7597,14536,20,162029.5,5721,Discount Offer,Cat Toys,South
2024-10-26,21442,22746,8983,10698,20,105058.40000000001,5740,Seasonal Sale,Cat Toys,West
2024-05-12,56289,26975,22040,11829,20,204819.4,5515,Discount Offer,Dog Food,North
2024-11-21,63747,66742,35554,13537,20,304554.5,6211,New Product Launch,Dog Food,East
2024-04-27,47327,55522,32916,6886,10,230391.80000000002,6653,Seasonal Sale,Dog Food,South
2024-11-19,26199,30596,31372,11471,20,162928.5,5272,Seasonal Sale,Cat Toys,East
2024-10-01,10112,69086,34048,13746,10,186676.2,6902,Discount Offer,Cat Toys,North
2024-07-30,29581,68228,24669,8770,20,213053.8,5044,Discount Offer,Dog Toys,South
2024-08-12,69722,52953,14777,17589,15,274427.8,6878,New Product Launch,Dog Food,West
2024-01-20,26523,48861,25968,13391,20,189791.2,5535,Seasonal Sale,Cat Food,East
2024-04-22,76960,18880,16292,7940,15,225434.4,6644,Seasonal Sale,Cat Toys,West
2024-05-19,29552,58454,18923,8490,10,193123.6,4535,New Product Launch,Dog Food,East
2024-02-16,20808,58539,32703,18350,5,203905.1,6158,Discount Offer,Dog Toys,North
2024-01-01,33620,58448,23657,12899,10,212772.3,4948,Brand Awareness,Dog Food,South
2024-03-30,10887,17785,8629,5306,5,78551.9,4862,Brand Awareness,Dog Toys,East
2024-05-21,41802,37449,7114,8075,5,169913.8,6642,Seasonal Sale,Dog Toys,West
2024-11-15,36049,29799,39445,6656,20,184961.1,5021,Seasonal Sale,Cat Toys,East
2024-02-07,17846,64048,30574,19159,5,199156.69999999998,6507,Discount Offer,Dog Toys,East
2024-10-19,56220,54307,37349,12244,10,262891.69999999995,4433,Brand Awareness,Dog Toys,East
2024-05-18,56163,65726,27257,11611,20,263171.5,5403,Seasonal Sale,Cat Food,East
2024-12-21,13765,63784,22973,11322,5,176330.80000000002,6935,Discount Offer,Dog Toys,East
2024-11-28,55270,69828,30737,7692,10,267911.6,4782,Brand Awareness,Cat Food,East
2024-09-15,32931,62498,17047,19134,5,220964.8,4987,New Product Launch,Cat Food,West
2024-06-09,65633,58333,27113,6764,5,264985.5,4168,Seasonal Sale,Dog Food,East
2024-06-26,61913,55828,5694,5275,20,226536.3,4708,New Product Launch,Dog Food,East
2024-01-10,35991,18990,20588,10271,20,145139.7,4964,Brand Awareness,Cat Toys,East
2024-09-17,64845,69362,25067,12331,10,283577.5,6774,Discount Offer,Cat Toys,South
2024-05-17,65312,68997,11704,16553,20,273166.6,5602,Discount Offer,Cat Toys,North
2024-06-20,20561,65341,6971,14593,20,174732.0,4228,Brand Awareness,Dog Toys,North
2024-01-13,26901,34073,16441,19956,15,162485.3,5184,New Product Launch,Dog Food,North
2024-06-16,72875,51863,36476,17925,15,293487.2,4426,Discount Offer,Dog Toys,West
2024-05-09,35917,29549,19677,14967,10,163166.6,4121,Seasonal Sale,Dog Food,West
2024-03-24,72120,33259,32818,16573,20,257486.40000000002,6196,New Product Launch,Dog Toys,West
2024-11-16,11988,34790,6868,10025,10,107800.1,6899,New Product Launch,Cat Toys,East
2024-11-14,24256,24979,23055,9050,15,137633.5,6752,Seasonal Sale,Dog Food,North
2024-04-10,38230,35316,6728,13080,15,164868.6,4110,Brand Awareness,Dog Food,East
2024-11-24,69778,41183,12632,8460,15,241481.9,5244,Discount Offer,Cat Food,South
2024-09-29,55833,43324,17043,15072,10,232488.80000000002,5927,New Product Launch,Dog Food,North
2024-09-21,32625,39624,11403,8835,20,159915.1,4063,Discount Offer,Dog Food,South
2024-02-07,42088,53176,20732,9278,5,218484.19999999998,6685,Discount Offer,Dog Toys,South
2024-04-03,51167,35245,23526,6844,20,205241.1,5377,New Product Launch,Cat Toys,East
2024-04-04,75303,61705,14340,16569,10,284389.4,4908,Brand Awareness,Cat Food,North
2024-10-31,14117,38790,27394,5071,15,136796.9,5771,New Product Launch,Dog Toys,South
2024-03-09,70710,41756,38021,12386,5,269570.8,5508,Brand Awareness,Dog Food,North
2024-11-13,77054,17833,9102,11862,10,219570.1,4012,Seasonal Sale,Dog Toys,South
2024-08-23,40949,20285,24159,12340,15,166259.3,6981,Brand Awareness,Cat Toys,South
2024-11-29,32547,24589,11212,14868,10,151586.69999999998,5176,Brand Awareness,Cat Food,East
2024-05-16,78136,62476,36824,14487,5,317800.5,4238,New Product Launch,Dog Toys,North
2024-03-16,74619,29116,16525,12635,15,239514.5,4662,Discount Offer,Dog Food,East
2024-02-04,71842,22645,33760,19604,20,245019.9,5109,Discount Offer,Dog Toys,East
2024-01-01,36990,59786,32457,6043,10,221118.69999999998,4693,Brand Awareness,Dog Food,East
2024-10-22,26193,44150,15532,15817,5,163670.1,5181,Brand Awareness,Cat Food,East
2024-11-15,40109,25889,18518,8042,20,164715.30000000002,5504,New Product Launch,Cat Food,East
2024-02-29,29233,45286,11476,5814,5,153209.6,5902,Brand Awareness,Dog Toys,South
2024-11-15,44510,52545,24743,10622,10,228714.30000000002,4075,New Product Launch,Cat Food,North
2024-12-14,11306,30994,6004,15386,5,109240.40000000001,4328,Seasonal Sale,Cat Toys,North
2024-11-23,13849,50503,8271,16692,15,148840.9,5439,Brand Awareness,Dog Toys,East
2024-09-23,22360,61379,5209,12332,5,175133.5,5252,Seasonal Sale,Dog Food,North
2024-12-26,55800,39662,30463,5309,10,229598.5,6199,Brand Awareness,Dog Toys,South
2024-08-16,46963,54136,10539,11661,15,210774.9,4071,Brand Awareness,Dog Food,East
2024-09-26,64330,41639,24977,15253,5,252458.2,4224,Seasonal Sale,Cat Food,West
2024-11-11,61707,32205,13606,9227,5,204891.40000000002,6520,Seasonal Sale,Dog Food,West
2024-10-12,28689,47930,39052,6877,15,195410.1,6407,New Product Launch,Dog Food,South
2024-10-17,39084,22777,8148,15994,20,145741.5,6587,New Product Launch,Dog Food,South
2024-07-31,50387,43315,38536,7486,20,229076.30000000002,4810,Seasonal Sale,Dog Food,West
2024-06-13,12642,62617,10607,11886,15,155471.5,6656,Brand Awareness,Cat Toys,East
2024-01-05,52137,41973,24586,9835,5,227492.2,6048,New Product Launch,Dog Food,South
2024-12-04,65561,33316,34250,16937,20,255580.7,4677,Brand Awareness,Dog Toys,West
2024-03-18,72260,42304,23594,5794,15,256966.19999999998,4290,Discount Offer,Cat Toys,East
2024-03-02,25438,51303,12399,19598,10,176315.09999999998,5481,New Product Launch,Dog Food,South
2024-05-11,58442,45522,30117,11786,5,245456.0,6251,New Product Launch,Dog Food,North
2024-03-29,12994,37340,38126,9014,10,152147.6,5225,New Product Launch,Dog Food,North
2024-08-24,11813,34830,38617,12392,5,142003.6,4565,Discount Offer,Cat Toys,North
2024-02-11,65276,28403,12498,17545,20,213482.6,6529,Seasonal Sale,Dog Food,East
2024-03-29,51243,29516,14628,10353,10,193230.9,5815,Brand Awareness,Dog Food,South
2024-10-22,72912,66942,5329,8407,10,279328.5,4510,Discount Offer,Dog Food,West
2024-11-23,70272,34091,12032,15648,15,239262.7,4923,Seasonal Sale,Cat Food,South
2024-10-21,52051,22959,25622,15043,20,191812.2,6325,New Product Launch,Dog Toys,North
2024-04-13,75618,46932,33584,5974,20,282215.2,4015,Seasonal Sale,Dog Food,North
2024-01-14,11920,45554,9722,14239,5,137685.3,6403,Seasonal Sale,Dog Toys,East
2024-10-14,12093,51701,22772,17558,15,162351.7,4355,Seasonal Sale,Cat Food,West
2024-06-27,22905,18385,25569,18406,15,140339.90000000002,4829,Brand Awareness,Cat Food,East
2024-05-04,34351,48690,8235,9237,5,180246.7,6646,Seasonal Sale,Dog Food,West
2024-12-18,40981,25367,9576,16981,10,167554.80000000002,5101,Seasonal Sale,Dog Toys,South
2024-01-23,29874,61505,31707,18189,5,229084.8,6975,Seasonal Sale,Cat Toys,East
